Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
BOM,DEL,Go First ,12:30,14:35,2h 05m,"5,942",18-02-2022,Economy
BOM,DEL,Go First ,14:30,16:35,2h 05m,"5,942",18-02-2022,Economy
BOM,DEL,Vistara ,06:00,08:05,2h 05m,"6,249",18-02-2022,Economy
BOM,DEL,Vistara ,06:30,08:35,2h 05m,"6,249",18-02-2022,Economy
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"6,249",18-02-2022,Economy
BOM,DEL,IndiGo ,09:20,11:30,2h 10m,"5,943",18-02-2022,Economy
BOM,DEL,Air India ,08:00,10:15,2h 15m,"5,943",18-02-2022,Economy
BOM,DEL,Go First ,06:00,08:10,2h 10m,"5,942",18-02-2022,Economy
BOM,DEL,Go First ,08:00,10:10,2h 10m,"5,942",18-02-2022,Economy
BOM,DEL,Vistara ,07:30,09:40,2h 10m,"6,249",18-02-2022,Economy
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"6,249",18-02-2022,Economy
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"5,943",18-02-2022,Economy
BOM,DEL,IndiGo ,07:05,09:20,2h 15m,"5,943",18-02-2022,Economy
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"6,153",18-02-2022,Economy
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"6,153",18-02-2022,Economy
BOM,DEL,Go First ,09:55,12:10,2h 15m,"5,942",18-02-2022,Economy
BOM,DEL,Go First ,12:15,14:30,2h 15m,"5,942",18-02-2022,Economy
DEL,BOM,Air India ,18:00,20:00,2h,"5,955",18-02-2022,Economy
DEL,BOM,Go First ,15:30,17:35,2h 05m,"5,954",18-02-2022,Economy
DEL,BOM,Go First ,17:00,19:05,2h 05m,"5,954",18-02-2022,Economy
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"5,955",18-02-2022,Economy
DEL,BOM,IndiGo ,23:35,01:45,2h 10m,"5,955",18-02-2022,Economy
DEL,BOM,Air India ,19:00,21:15,2h 15m,"5,955",18-02-2022,Economy
DEL,BOM,Go First ,22:30,00:40,2h 10m,"5,954",18-02-2022,Economy
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"6,543",18-02-2022,Economy
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"6,261",18-02-2022,Economy
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"6,261",18-02-2022,Economy
DEL,BOM,Vistara ,21:40,23:50,2h 10m,"6,261",18-02-2022,Economy
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,954",18-02-2022,Economy
DEL,BOM,Go First ,19:40,21:55,2h 15m,"5,954",18-02-2022,Economy
DEL,BOM,Go First ,21:00,23:15,2h 15m,"5,954",18-02-2022,Economy
DEL,BOM,AirAsia India ,20:00,22:15,2h 15m,"5,956",18-02-2022,Economy
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"6,165",18-02-2022,Economy
DEL,BOM,Air India ,20:00,22:10,2h 10m,"6,375",18-02-2022,Economy
DEL,BOM,Vistara ,19:00,21:15,2h 15m,"6,372",18-02-2022,Economy
DEL,BOM,Go First ,18:05,20:25,2h 20m,"5,954",18-02-2022,Economy
DEL,BOM,SpiceJet ,19:45,22:05,2h 20m,"6,543",18-02-2022,Economy
DEL,BOM,Air India ,07:00,09:05,2h 05m,"5,955",18-02-2022,Economy
DEL,BOM,Air India ,10:40,12:50,2h 10m,"5,955",18-02-2022,Economy
DEL,BOM,Air India ,08:00,10:10,2h 10m,"5,955",18-02-2022,Economy
DEL,BOM,Go First ,13:30,15:35,2h 05m,"5,954",18-02-2022,Economy
DEL,BOM,Vistara ,09:30,11:35,2h 05m,"6,261",18-02-2022,Economy
DEL,BOM,IndiGo ,07:15,09:25,2h 10m,"5,955",18-02-2022,Economy
DEL,BOM,IndiGo ,06:30,08:40,2h 10m,"5,955",18-02-2022,Economy
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"5,955",18-02-2022,Economy
DEL,BOM,Air India ,09:00,11:15,2h 15m,"5,955",18-02-2022,Economy
DEL,BOM,Go First ,07:00,09:10,2h 10m,"5,954",18-02-2022,Economy
DEL,BOM,Go First ,08:00,10:10,2h 10m,"5,954",18-02-2022,Economy
DEL,BOM,Vistara ,05:45,07:55,2h 10m,"6,261",18-02-2022,Economy
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"6,261",18-02-2022,Economy
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"6,261",18-02-2022,Economy
DEL,BOM,Go First ,14:20,16:35,2h 15m,"5,954",18-02-2022,Economy
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,954",18-02-2022,Economy
DEL,BOM,Vistara ,07:30,09:45,2h 15m,"6,261",18-02-2022,Economy
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"6,261",18-02-2022,Economy
DEL,BOM,IndiGo ,08:45,11:05,2h 20m,"5,955",18-02-2022,Economy
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"5,955",18-02-2022,Economy
DEL,BOM,Go First ,10:30,12:50,2h 20m,"5,954",18-02-2022,Economy
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"6,165",18-02-2022,Economy
DEL,BOM,Go First ,02:00,04:15,2h 15m,"5,954",18-02-2022,Economy
DEL,BOM,Vistara ,08:50,11:10,2h 20m,"6,261",18-02-2022,Economy
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"6,261",18-02-2022,Economy
DEL,BOM,IndiGo ,09:30,12:00,2h 30m,"5,955",18-02-2022,Economy
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"5,943",18-02-2022,Economy
BOM,DEL,IndiGo ,20:30,22:35,2h 05m,"5,943",18-02-2022,Economy
BOM,DEL,IndiGo ,18:30,20:35,2h 05m,"5,943",18-02-2022,Economy
BOM,DEL,Vistara ,20:55,23:00,2h 05m,"6,249",18-02-2022,Economy
BOM,DEL,Air India ,21:30,23:45,2h 15m,"5,943",18-02-2022,Economy
BOM,DEL,Air India ,16:00,18:15,2h 15m,"5,943",18-02-2022,Economy
BOM,DEL,Air India ,19:00,21:15,2h 15m,"5,943",18-02-2022,Economy
BOM,DEL,SpiceJet ,21:45,23:55,2h 10m,"6,540",18-02-2022,Economy
BOM,DEL,Vistara ,17:35,19:45,2h 10m,"6,249",18-02-2022,Economy
BOM,DEL,Vistara ,19:45,21:55,2h 10m,"6,249",18-02-2022,Economy
BOM,DEL,Vistara ,22:45,00:55,2h 10m,"6,249",18-02-2022,Economy
BOM,DEL,Vistara ,18:30,20:40,2h 10m,"6,360",18-02-2022,Economy
BOM,DEL,Vistara ,21:55,00:10,2h 15m,"6,249",18-02-2022,Economy
BOM,DEL,Air India ,18:00,20:25,2h 25m,"5,943",18-02-2022,Economy
BOM,DEL,Vistara ,15:45,18:05,2h 20m,"6,249",18-02-2022,Economy
BOM,DEL,SpiceJet ,19:25,21:50,2h 25m,"6,540",18-02-2022,Economy
BOM,DEL,IndiGo ,08:30,10:25,1h 55m,"6,153",19-02-2022,Economy
BOM,DEL,Go First ,12:30,14:35,2h 05m,"5,835",19-02-2022,Economy
BOM,DEL,Go First ,14:30,16:35,2h 05m,"5,835",19-02-2022,Economy
BOM,DEL,Air India ,07:00,09:10,2h 10m,"5,943",19-02-2022,Economy
BOM,DEL,IndiGo ,07:45,09:50,2h 05m,"5,943",19-02-2022,Economy
BOM,DEL,Vistara ,06:00,08:05,2h 05m,"6,249",19-02-2022,Economy
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"6,249",19-02-2022,Economy
BOM,DEL,Go First ,06:00,08:10,2h 10m,"5,835",19-02-2022,Economy
BOM,DEL,Go First ,08:00,10:10,2h 10m,"5,835",19-02-2022,Economy
BOM,DEL,IndiGo ,09:20,11:30,2h 10m,"5,943",19-02-2022,Economy
BOM,DEL,Vistara ,06:30,08:35,2h 05m,"6,360",19-02-2022,Economy
BOM,DEL,Vistara ,07:30,09:40,2h 10m,"6,249",19-02-2022,Economy
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"6,249",19-02-2022,Economy
BOM,DEL,Go First ,09:55,12:10,2h 15m,"5,835",19-02-2022,Economy
BOM,DEL,Go First ,12:15,14:30,2h 15m,"5,835",19-02-2022,Economy
BOM,DEL,Go First ,13:30,15:45,2h 15m,"5,835",19-02-2022,Economy
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"5,943",19-02-2022,Economy
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"6,153",19-02-2022,Economy
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"6,153",19-02-2022,Economy
BOM,DEL,SpiceJet ,07:20,09:35,2h 15m,"6,540",19-02-2022,Economy
DEL,BOM,Air India ,18:00,20:00,2h,"5,955",19-02-2022,Economy
DEL,BOM,Go First ,15:30,17:35,2h 05m,"5,846",19-02-2022,Economy
DEL,BOM,Go First ,17:00,19:05,2h 05m,"5,846",19-02-2022,Economy
DEL,BOM,Go First ,22:30,00:40,2h 10m,"5,846",19-02-2022,Economy
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"5,955",19-02-2022,Economy
DEL,BOM,IndiGo ,23:35,01:45,2h 10m,"5,955",19-02-2022,Economy
DEL,BOM,Air India ,19:00,21:15,2h 15m,"5,955",19-02-2022,Economy
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"6,543",19-02-2022,Economy
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"6,261",19-02-2022,Economy
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"6,261",19-02-2022,Economy
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"6,261",19-02-2022,Economy
DEL,BOM,Vistara ,21:40,23:50,2h 10m,"6,261",19-02-2022,Economy
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,846",19-02-2022,Economy
DEL,BOM,Go First ,19:40,21:55,2h 15m,"5,846",19-02-2022,Economy
DEL,BOM,Go First ,21:00,23:15,2h 15m,"5,846",19-02-2022,Economy
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"5,955",19-02-2022,Economy
DEL,BOM,AirAsia India ,20:00,22:15,2h 15m,"5,956",19-02-2022,Economy
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"6,165",19-02-2022,Economy
DEL,BOM,Air India ,20:00,22:10,2h 10m,"6,375",19-02-2022,Economy
DEL,BOM,Vistara ,19:00,21:15,2h 15m,"6,261",19-02-2022,Economy
DEL,BOM,AirAsia India ,04:25,06:35,2h 10m,"5,000",19-02-2022,Economy
DEL,BOM,Air India ,07:00,09:05,2h 05m,"5,955",19-02-2022,Economy
DEL,BOM,Go First ,13:30,15:35,2h 05m,"5,846",19-02-2022,Economy
DEL,BOM,Air India ,10:40,12:50,2h 10m,"5,955",19-02-2022,Economy
DEL,BOM,Air India ,08:00,10:10,2h 10m,"5,955",19-02-2022,Economy
DEL,BOM,Vistara ,09:30,11:35,2h 05m,"6,261",19-02-2022,Economy
DEL,BOM,Go First ,07:00,09:10,2h 10m,"5,846",19-02-2022,Economy
DEL,BOM,Go First ,08:00,10:10,2h 10m,"5,846",19-02-2022,Economy
DEL,BOM,Air India ,09:00,11:15,2h 15m,"5,955",19-02-2022,Economy
DEL,BOM,Vistara ,05:45,07:55,2h 10m,"6,261",19-02-2022,Economy
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"6,261",19-02-2022,Economy
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"6,261",19-02-2022,Economy
DEL,BOM,Go First ,14:20,16:35,2h 15m,"5,846",19-02-2022,Economy
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,846",19-02-2022,Economy
DEL,BOM,Vistara ,07:30,09:45,2h 15m,"6,261",19-02-2022,Economy
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"6,261",19-02-2022,Economy
DEL,BOM,Go First ,10:30,12:50,2h 20m,"5,846",19-02-2022,Economy
DEL,BOM,Go First ,02:00,04:15,2h 15m,"5,846",19-02-2022,Economy
DEL,BOM,Vistara ,08:50,11:10,2h 20m,"6,261",19-02-2022,Economy
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"6,261",19-02-2022,Economy
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"5,943",19-02-2022,Economy
BOM,DEL,IndiGo ,18:30,20:35,2h 05m,"5,943",19-02-2022,Economy
BOM,DEL,IndiGo ,20:30,22:35,2h 05m,"5,943",19-02-2022,Economy
BOM,DEL,Vistara ,20:55,23:00,2h 05m,"6,249",19-02-2022,Economy
BOM,DEL,Air India ,21:30,23:45,2h 15m,"5,943",19-02-2022,Economy
BOM,DEL,Air India ,16:00,18:15,2h 15m,"5,943",19-02-2022,Economy
BOM,DEL,Air India ,19:00,21:15,2h 15m,"5,943",19-02-2022,Economy
BOM,DEL,SpiceJet ,21:45,23:55,2h 10m,"6,540",19-02-2022,Economy
BOM,DEL,Vistara ,17:35,19:45,2h 10m,"6,249",19-02-2022,Economy
BOM,DEL,Vistara ,18:30,20:40,2h 10m,"6,249",19-02-2022,Economy
BOM,DEL,Vistara ,19:45,21:55,2h 10m,"6,249",19-02-2022,Economy
BOM,DEL,Vistara ,22:45,00:55,2h 10m,"6,249",19-02-2022,Economy
BOM,DEL,Vistara ,21:55,00:10,2h 15m,"6,249",19-02-2022,Economy
BOM,DEL,Air India ,18:00,20:25,2h 25m,"5,943",19-02-2022,Economy
BOM,DEL,Vistara ,15:45,18:05,2h 20m,"6,249",19-02-2022,Economy
BOM,DEL,SpiceJet ,19:25,21:50,2h 25m,"6,540",19-02-2022,Economy
BOM,DEL,IndiGo ,07:45,09:50,2h 05m,"2,235",20-02-2022,Economy
BOM,DEL,Vistara ,06:30,08:35,2h 05m,"2,496",20-02-2022,Economy
BOM,DEL,AirAsia India ,07:20,09:30,2h 10m,"2,211",20-02-2022,Economy
BOM,DEL,IndiGo ,09:20,11:30,2h 10m,"2,235",20-02-2022,Economy
BOM,DEL,Air India ,07:00,09:10,2h 10m,"2,464",20-02-2022,Economy
BOM,DEL,Go First ,12:30,14:35,2h 05m,"2,339",20-02-2022,Economy
BOM,DEL,Go First ,14:30,16:35,2h 05m,"2,339",20-02-2022,Economy
BOM,DEL,IndiGo ,07:05,09:20,2h 15m,"2,235",20-02-2022,Economy
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"2,339",20-02-2022,Economy
BOM,DEL,Go First ,08:00,10:10,2h 10m,"2,339",20-02-2022,Economy
BOM,DEL,Air India ,08:00,10:15,2h 15m,"2,464",20-02-2022,Economy
BOM,DEL,Air India ,10:00,12:15,2h 15m,"2,464",20-02-2022,Economy
BOM,DEL,Go First ,12:15,14:30,2h 15m,"2,339",20-02-2022,Economy
BOM,DEL,Go First ,13:30,15:45,2h 15m,"2,339",20-02-2022,Economy
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"2,744",20-02-2022,Economy
BOM,DEL,IndiGo ,08:30,10:25,1h 55m,"2,738",20-02-2022,Economy
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"2,744",20-02-2022,Economy
BOM,DEL,Vistara ,10:25,12:40,2h 15m,"2,744",20-02-2022,Economy
BOM,DEL,SpiceJet ,07:20,09:35,2h 15m,"2,614",20-02-2022,Economy
BOM,DEL,SpiceJet ,10:15,12:30,2h 15m,"2,614",20-02-2022,Economy
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"2,738",20-02-2022,Economy
BOM,DEL,Go First ,06:00,08:10,2h 10m,"2,748",20-02-2022,Economy
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"2,738",20-02-2022,Economy
BOM,DEL,Vistara ,14:40,16:55,2h 15m,"2,965",20-02-2022,Economy
BOM,DEL,Vistara ,07:30,09:40,2h 10m,"3,166",20-02-2022,Economy
BOM,DEL,Vistara ,08:45,11:00,2h 15m,"3,166",20-02-2022,Economy
BOM,DEL,Go First ,09:55,12:10,2h 15m,"4,627",20-02-2022,Economy
DEL,BOM,IndiGo ,23:35,01:45,2h 10m,"2,410",20-02-2022,Economy
DEL,BOM,Go First ,17:00,19:05,2h 05m,"2,790",20-02-2022,Economy
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"3,045",20-02-2022,Economy
DEL,BOM,Air India ,18:00,20:00,2h,"3,211",20-02-2022,Economy
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,790",20-02-2022,Economy
DEL,BOM,Go First ,19:40,21:55,2h 15m,"2,790",20-02-2022,Economy
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"3,141",20-02-2022,Economy
DEL,BOM,Go First ,18:05,20:25,2h 20m,"2,790",20-02-2022,Economy
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"3,001",20-02-2022,Economy
DEL,BOM,Go First ,15:30,17:35,2h 05m,"3,088",20-02-2022,Economy
DEL,BOM,Go First ,22:30,00:40,2h 10m,"3,088",20-02-2022,Economy
DEL,BOM,Vistara ,19:00,21:15,2h 15m,"3,246",20-02-2022,Economy
DEL,BOM,AirAsia India ,20:00,22:15,2h 15m,"3,051",20-02-2022,Economy
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"3,378",20-02-2022,Economy
DEL,BOM,Go First ,21:00,23:15,2h 15m,"3,088",20-02-2022,Economy
DEL,BOM,Vistara ,16:45,19:05,2h 20m,"3,246",20-02-2022,Economy
DEL,BOM,Vistara ,17:45,20:05,2h 20m,"3,246",20-02-2022,Economy
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"3,570",20-02-2022,Economy
DEL,BOM,Air India ,19:00,21:15,2h 15m,"3,736",20-02-2022,Economy
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"3,570",20-02-2022,Economy
DEL,BOM,Air India ,20:00,22:10,2h 10m,"4,156",20-02-2022,Economy
DEL,BOM,IndiGo ,06:30,08:40,2h 10m,"2,170",20-02-2022,Economy
DEL,BOM,IndiGo ,07:15,09:25,2h 10m,"2,170",20-02-2022,Economy
DEL,BOM,Air India ,07:00,09:05,2h 05m,"2,476",20-02-2022,Economy
DEL,BOM,Air India ,10:40,12:50,2h 10m,"2,476",20-02-2022,Economy
DEL,BOM,AirAsia India ,04:25,06:35,2h 10m,"2,155",20-02-2022,Economy
DEL,BOM,Air India ,08:00,10:10,2h 10m,"2,476",20-02-2022,Economy
DEL,BOM,IndiGo ,08:45,11:05,2h 20m,"2,170",20-02-2022,Economy
DEL,BOM,Air India ,09:00,11:15,2h 15m,"2,476",20-02-2022,Economy
DEL,BOM,Go First ,07:00,09:10,2h 10m,"2,410",20-02-2022,Economy
DEL,BOM,Go First ,08:00,10:10,2h 10m,"2,410",20-02-2022,Economy
DEL,BOM,Vistara ,09:30,11:35,2h 05m,"2,823",20-02-2022,Economy
DEL,BOM,Go First ,10:30,12:50,2h 20m,"2,410",20-02-2022,Economy
DEL,BOM,Go First ,02:00,04:15,2h 15m,"2,410",20-02-2022,Economy
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"2,823",20-02-2022,Economy
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"2,823",20-02-2022,Economy
DEL,BOM,SpiceJet ,07:20,09:35,2h 15m,"2,621",20-02-2022,Economy
DEL,BOM,Go First ,13:30,15:35,2h 05m,"2,790",20-02-2022,Economy
DEL,BOM,IndiGo ,09:30,12:00,2h 30m,"2,410",20-02-2022,Economy
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"2,823",20-02-2022,Economy
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"2,791",20-02-2022,Economy
DEL,BOM,SpiceJet ,06:20,08:40,2h 20m,"2,621",20-02-2022,Economy
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"3,045",20-02-2022,Economy
DEL,BOM,Go First ,14:20,16:35,2h 15m,"2,790",20-02-2022,Economy
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,790",20-02-2022,Economy
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"2,791",20-02-2022,Economy
DEL,BOM,Vistara ,07:30,09:45,2h 15m,"3,246",20-02-2022,Economy
DEL,BOM,Vistara ,08:50,11:10,2h 20m,"3,246",20-02-2022,Economy
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"3,570",20-02-2022,Economy
BOM,DEL,Vistara ,20:55,23:00,2h 05m,"2,496",20-02-2022,Economy
BOM,DEL,Go First ,16:30,18:35,2h 05m,"2,339",20-02-2022,Economy
BOM,DEL,Vistara ,22:45,00:55,2h 10m,"2,496",20-02-2022,Economy
BOM,DEL,Air India ,21:30,23:45,2h 15m,"2,464",20-02-2022,Economy
BOM,DEL,Go First ,18:00,20:10,2h 10m,"2,339",20-02-2022,Economy
BOM,DEL,Go First ,20:15,22:25,2h 10m,"2,339",20-02-2022,Economy
BOM,DEL,Go First ,22:40,00:50,2h 10m,"2,339",20-02-2022,Economy
BOM,DEL,Air India ,19:00,21:15,2h 15m,"2,464",20-02-2022,Economy
BOM,DEL,Vistara ,21:55,00:10,2h 15m,"2,496",20-02-2022,Economy
BOM,DEL,Go First ,21:15,23:30,2h 15m,"2,339",20-02-2022,Economy
BOM,DEL,Go First ,23:45,02:00,2h 15m,"2,339",20-02-2022,Economy
BOM,DEL,Air India ,18:00,20:25,2h 25m,"2,464",20-02-2022,Economy
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"2,738",20-02-2022,Economy
BOM,DEL,Air India ,16:00,18:15,2h 15m,"2,779",20-02-2022,Economy
BOM,DEL,Vistara ,15:45,18:05,2h 20m,"2,744",20-02-2022,Economy
BOM,DEL,Vistara ,18:30,20:40,2h 10m,"3,050",20-02-2022,Economy
BOM,DEL,Vistara ,17:35,19:45,2h 10m,"3,166",20-02-2022,Economy
BOM,DEL,Vistara ,19:45,21:55,2h 10m,"3,166",20-02-2022,Economy
BOM,DEL,IndiGo ,07:45,09:50,2h 05m,"2,235",21-02-2022,Economy
BOM,DEL,IndiGo ,09:20,11:30,2h 10m,"2,235",21-02-2022,Economy
BOM,DEL,Go First ,12:30,14:35,2h 05m,"2,322",21-02-2022,Economy
BOM,DEL,Go First ,14:30,16:35,2h 05m,"2,322",21-02-2022,Economy
BOM,DEL,Air India ,07:00,09:10,2h 10m,"2,464",21-02-2022,Economy
BOM,DEL,Go First ,06:00,08:10,2h 10m,"2,322",21-02-2022,Economy
BOM,DEL,Go First ,08:00,10:10,2h 10m,"2,322",21-02-2022,Economy
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"2,339",21-02-2022,Economy
BOM,DEL,AirAsia India ,07:20,09:30,2h 10m,"2,339",21-02-2022,Economy
BOM,DEL,Air India ,08:00,10:15,2h 15m,"2,464",21-02-2022,Economy
BOM,DEL,Air India ,10:00,12:15,2h 15m,"2,464",21-02-2022,Economy
BOM,DEL,Go First ,09:55,12:10,2h 15m,"2,322",21-02-2022,Economy
BOM,DEL,Go First ,12:15,14:30,2h 15m,"2,322",21-02-2022,Economy
BOM,DEL,Go First ,13:30,15:45,2h 15m,"2,322",21-02-2022,Economy
BOM,DEL,Vistara ,06:00,08:05,2h 05m,"2,717",21-02-2022,Economy
BOM,DEL,Vistara ,06:30,08:35,2h 05m,"2,717",21-02-2022,Economy
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"2,339",21-02-2022,Economy
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"2,744",21-02-2022,Economy
BOM,DEL,IndiGo ,08:30,10:25,1h 55m,"2,738",21-02-2022,Economy
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"2,744",21-02-2022,Economy
DEL,BOM,Air India ,18:00,20:00,2h,"2,476",21-02-2022,Economy
DEL,BOM,IndiGo ,23:35,01:45,2h 10m,"2,170",21-02-2022,Economy
DEL,BOM,Go First ,15:30,17:35,2h 05m,"2,392",21-02-2022,Economy
DEL,BOM,Go First ,17:00,19:05,2h 05m,"2,392",21-02-2022,Economy
DEL,BOM,Air India ,19:00,21:15,2h 15m,"2,476",21-02-2022,Economy
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"2,586",21-02-2022,Economy
DEL,BOM,Vistara ,21:40,23:50,2h 10m,"2,586",21-02-2022,Economy
DEL,BOM,Go First ,22:30,00:40,2h 10m,"2,392",21-02-2022,Economy
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,392",21-02-2022,Economy
DEL,BOM,Go First ,21:00,23:15,2h 15m,"2,392",21-02-2022,Economy
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"2,410",21-02-2022,Economy
DEL,BOM,Go First ,19:40,21:55,2h 15m,"2,410",21-02-2022,Economy
DEL,BOM,Go First ,18:05,20:25,2h 20m,"2,410",21-02-2022,Economy
DEL,BOM,Air India ,20:00,22:10,2h 10m,"2,791",21-02-2022,Economy
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"2,823",21-02-2022,Economy
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"2,823",21-02-2022,Economy
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"2,621",21-02-2022,Economy
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"2,791",21-02-2022,Economy
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"2,791",21-02-2022,Economy
DEL,BOM,SpiceJet ,19:45,22:05,2h 20m,"2,621",21-02-2022,Economy
DEL,BOM,IndiGo ,06:30,08:40,2h 10m,"2,170",21-02-2022,Economy
DEL,BOM,Air India ,07:00,09:05,2h 05m,"2,476",21-02-2022,Economy
DEL,BOM,Air India ,10:40,12:50,2h 10m,"2,476",21-02-2022,Economy
DEL,BOM,Air India ,08:00,10:10,2h 10m,"2,476",21-02-2022,Economy
DEL,BOM,Go First ,13:30,15:35,2h 05m,"2,392",21-02-2022,Economy
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"2,170",21-02-2022,Economy
DEL,BOM,IndiGo ,08:45,11:05,2h 20m,"2,170",21-02-2022,Economy
DEL,BOM,Air India ,09:00,11:15,2h 15m,"2,476",21-02-2022,Economy
DEL,BOM,Vistara ,05:45,07:55,2h 10m,"2,586",21-02-2022,Economy
DEL,BOM,Go First ,07:00,09:10,2h 10m,"2,392",21-02-2022,Economy
DEL,BOM,IndiGo ,07:15,09:25,2h 10m,"2,410",21-02-2022,Economy
DEL,BOM,Go First ,08:00,10:10,2h 10m,"2,410",21-02-2022,Economy
DEL,BOM,Go First ,14:20,16:35,2h 15m,"2,392",21-02-2022,Economy
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,392",21-02-2022,Economy
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"2,410",21-02-2022,Economy
DEL,BOM,IndiGo ,09:30,12:00,2h 30m,"2,170",21-02-2022,Economy
DEL,BOM,Vistara ,09:30,11:35,2h 05m,"2,823",21-02-2022,Economy
DEL,BOM,Go First ,10:30,12:50,2h 20m,"2,392",21-02-2022,Economy
DEL,BOM,Go First ,02:00,04:15,2h 15m,"2,392",21-02-2022,Economy
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"2,823",21-02-2022,Economy
BOM,DEL,AirAsia India ,22:55,01:00,2h 05m,"2,211",21-02-2022,Economy
BOM,DEL,IndiGo ,20:30,22:35,2h 05m,"2,235",21-02-2022,Economy
BOM,DEL,IndiGo ,18:30,20:35,2h 05m,"2,235",21-02-2022,Economy
BOM,DEL,Go First ,16:30,18:35,2h 05m,"2,322",21-02-2022,Economy
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"2,339",21-02-2022,Economy
BOM,DEL,Go First ,18:00,20:10,2h 10m,"2,322",21-02-2022,Economy
BOM,DEL,Go First ,20:15,22:25,2h 10m,"2,322",21-02-2022,Economy
BOM,DEL,Go First ,22:40,00:50,2h 10m,"2,322",21-02-2022,Economy
BOM,DEL,Go First ,21:15,23:30,2h 15m,"2,322",21-02-2022,Economy
